2025-06-02 15:34:40;0.000000
2025-06-02 15:34:40;0.000000
2025-06-02 15:34:50;0.300000
2025-06-02 15:35:00;0.600000
2025-06-02 15:35:10;0.900000
2025-06-02 15:35:20;1.200000
2025-06-02 15:35:30;1.500000
2025-06-02 15:35:40;1.800000
2025-06-02 15:35:50;2.100000
2025-06-02 15:36:00;2.400000
2025-06-02 15:36:10;2.700000
2025-06-02 15:36:20;3.000000
2025-06-02 15:36:30;3.300000
2025-06-02 15:36:40;3.600000
2025-06-02 15:36:50;3.900000
2025-06-02 15:37:00;4.200000
2025-06-02 15:37:10;4.500000
2025-06-02 15:37:20;4.800000
2025-06-02 15:37:30;5.100000
2025-06-02 15:37:40;5.400000
